"directorio","secuencia_p","orden","sex","age","relab","y_total_m","ocu","totalHoursWorked","p6210","sizeFirm","informal","fex_c"
4521331,1,2,1,37,1,737717,1,60,4,2,1,186.934521807155
4521332,1,1,1,36,1,737717,1,56,6,1,1,213.888324505096
4521332,1,2,0,22,3,8e+05,1,36,5,1,1,213.888324505096
4521334,1,2,1,45,1,737717,1,60,5,5,0,258.629844712917
4521335,1,1,1,42,5,3e+06,1,130,3,2,0,349.876106671403
4521335,1,2,0,23,4,350000,1,40,6,1,1,349.876106671403
4521336,1,1,0,33,1,1708140,1,45,5,5,0,229.611075786804
4521336,1,3,1,64,4,8e+05,1,63,3,3,1,229.611075786804
4521337,1,1,1,45,4,2e+06,1,48,5,1,1,194.208921972393
4521337,1,2,0,44,1,793383.6875,1,48,5,4,0,194.208921972393
4521338,1,1,0,33,1,650000,1,24,5,5,0,390.675524437783
4521338,1,2,1,39,4,2e+06,1,24,4,2,1,390.675524437783
4521339,1,1,1,35,4,2e+06,1,74,6,1,1,263.1506421975
4521340,1,1,0,42,1,879857,1,48,5,5,0,254.121161167727
4521340,1,2,1,40,4,8e+05,1,35,6,2,1,254.121161167727
4521342,1,1,1,24,1,962740,1,84,4,5,0,336.053098929825
4521342,1,2,0,27,4,1200000,1,36,3,1,1,336.053098929825
4521343,1,1,0,48,4,8e+05,1,48,3,1,1,129.453804694484
4521343,1,2,0,22,1,1003973.3125,1,48,6,4,0,129.453804694484
4521343,2,3,1,58,4,750000,1,40,5,1,1,129.453804694484
4521343,2,4,1,53,4,7e+05,1,40,5,1,1,129.453804694484
4521343,2,6,1,73,4,50000,1,12,1,1,1,129.453804694484
4521344,1,1,1,37,1,7e+05,1,40,3,2,1,341.979787849128
4521344,1,2,0,36,4,160000,1,25,1,1,1,341.979787849128
4521345,1,1,1,66,4,7e+05,1,36,3,1,1,218.961154283874
4521345,1,2,0,47,3,6e+05,1,56,3,2,1,218.961154283874
4521346,1,1,1,26,1,8e+05,1,63,6,2,1,301.180370082748
4521346,1,2,0,23,3,2e+05,1,45,5,1,1,301.180370082748
4521347,1,1,0,45,4,7e+05,1,50,4,1,1,246.224842345451
4521347,1,2,1,27,4,7e+05,1,50,5,1,1,246.224842345451
4521347,1,3,0,25,1,882333.4375,1,40,6,4,0,246.224842345451
4521348,1,1,1,26,1,8e+05,1,48,5,3,1,202.671821898417
4521351,1,1,1,33,2,1891666.625,1,70,6,5,0,254.687742271476
4521351,1,2,0,30,1,1166473.375,1,48,6,5,0,254.687742271476
4521352,1,1,1,30,2,2688133.25,1,72,5,5,0,254.687742271476
4521353,1,1,0,22,1,9e+05,1,56,4,2,1,300.063295075727
4521353,1,4,1,25,4,9e+05,1,96,4,1,1,300.063295075727
4521353,1,5,1,19,4,9e+05,1,96,4,1,1,300.063295075727
4521357,1,1,1,55,4,3e+05,1,48,3,1,1,238.640556816578
4521358,1,1,1,48,5,9e+05,1,48,5,2,1,341.979787849128
4521358,1,2,0,35,4,9e+05,1,48,5,1,1,341.979787849128
4521361,1,1,1,37,1,1500000,1,56,3,2,1,205.425424579072
4521361,1,2,0,36,1,5e+05,1,54,3,3,1,205.425424579072
4521362,1,1,0,40,4,4e+05,1,22,5,1,1,337.736755040595
4521363,1,1,0,63,1,320000,1,30,6,2,1,258.629844712917
4521363,1,2,1,32,1,9e+05,1,60,6,2,1,258.629844712917
4521364,1,1,1,29,4,3e+05,1,72,6,1,1,390.675524437783
4521367,1,1,1,52,4,1200000,1,72,5,1,1,185.746022046368
4521367,1,2,0,48,3,1400000,1,45,5,1,0,185.746022046368
4521367,1,3,0,30,1,427500,1,8,6,4,0,185.746022046368
4521367,1,5,1,23,4,1300000,1,72,5,1,0,185.746022046368
4521369,1,1,0,32,1,8e+05,1,48,6,2,1,299.140446051598
4521373,1,1,1,54,1,1289806.625,1,48,4,5,0,254.121161167727
4521373,1,2,0,47,1,882523.6875,1,48,4,5,0,254.121161167727
4521374,1,1,1,50,1,1.4e+07,1,55,6,5,0,205.425424579072
4521374,1,2,0,50,1,3e+06,1,70,6,5,0,205.425424579072
4521375,1,1,0,42,1,2650000,1,48,6,5,0,201.182391770539
4521377,1,1,1,40,1,912523.6875,1,48,5,2,0,263.1506421975
4521382,1,1,1,39,1,1100000,1,14,6,5,1,262.584061093751
4521382,1,2,0,24,1,962740,1,48,6,5,0,262.584061093751
4521384,1,1,1,24,1,883357,1,48,5,2,0,266.041432134833
4521390,1,1,0,54,4,480000,1,30,5,1,1,209.668457387605
4521391,1,2,1,24,1,882333.4375,1,48,6,5,0,243.170309297705
4521392,1,1,1,25,1,911333.4375,1,48,5,5,0,262.584061093751
4521392,1,2,0,23,1,560000,1,63,6,2,1,262.584061093751
4521393,1,1,1,60,4,1e+06,1,60,4,1,1,234.119759331995
4521393,1,2,0,56,4,7e+05,1,40,3,1,1,234.119759331995
4521395,1,3,1,40,1,1549806.625,1,40,6,5,0,254.132212919375
4521395,1,4,0,40,1,6500000,1,40,6,5,0,254.132212919375
4521395,1,5,1,51,1,1550000,1,40,6,5,0,254.132212919375
4521396,1,3,1,29,1,2625000,1,48,6,5,0,242.60582494906
4521396,1,4,1,48,1,2275000,1,48,6,5,0,242.60582494906
4521397,1,1,0,35,1,1070666.625,1,48,6,4,0,239.228206856264
4521398,1,2,0,43,1,908190.3125,1,48,5,4,0,131.653021505745
4521398,1,3,0,20,1,845857,1,48,5,2,0,131.653021505745
4521399,1,1,1,30,5,8e+05,1,40,5,2,1,420.808933500756
4521399,1,2,0,30,1,1030000,1,48,5,5,0,420.808933500756
4521399,1,4,0,33,1,40000,1,8,5,2,1,420.808933500756
4521403,1,1,1,34,4,8e+05,1,60,5,1,1,182.992419365714
4521403,1,2,0,35,4,9e+05,1,60,3,1,1,182.992419365714
4521404,1,4,1,41,5,1500000,1,40,5,2,0,313.258790347258
4521404,1,5,0,36,1,3e+05,1,40,5,2,1,313.258790347258
4521404,1,7,0,64,1,8e+05,1,48,5,4,0,313.258790347258
4521407,1,1,0,29,4,1e+05,1,6,3,4,1,242.904658561048
4521407,1,2,1,29,1,1e+06,1,66,1,4,1,242.904658561048
4521407,1,4,1,21,1,1e+06,1,40,3,3,1,242.904658561048
4521408,1,1,1,41,1,1833333.375,1,60,6,5,0,194.208921972393
4521408,1,2,0,40,1,1487306.625,1,50,5,4,0,194.208921972393
4521408,1,3,1,21,1,1228973.375,1,40,6,5,0,194.208921972393
4521408,1,4,0,20,1,820857,1,48,5,4,0,194.208921972393
4521409,1,1,1,49,4,9e+05,1,48,4,5,1,254.687742271476
4521411,1,1,0,43,1,1691666.625,1,48,6,4,0,239.228206856264
4521411,1,2,1,21,1,1166666.625,1,48,5,4,0,239.228206856264
4521412,1,1,1,56,5,4e+06,1,50,6,4,0,184.857441639591
4521413,1,1,1,60,4,3e+06,1,48,6,1,0,313.249835350714
4521413,1,2,0,53,2,14116666,1,48,6,5,0,313.249835350714
4521413,1,3,1,26,1,848383.6875,1,48,5,4,0,313.249835350714
4521413,1,4,0,29,1,1491500,1,48,6,5,0,313.249835350714
4521414,1,1,0,30,4,5e+05,1,34,5,2,1,386.43249162925
4521415,1,1,0,35,4,6e+05,1,24,5,1,1,151.920074078135
4521416,1,1,1,43,5,4e+06,1,45,5,2,1,292.166976253452
4521416,1,2,0,37,1,1224473.375,1,48,6,4,0,292.166976253452
4521417,1,1,1,26,4,2e+06,1,18,6,5,0,254.687742271476
4521417,1,2,0,26,1,2358140,1,40,6,4,0,254.687742271476
4521418,1,1,1,40,4,6e+05,1,50,3,1,1,399.138424363807
4521421,1,1,0,42,1,1058140,1,45,5,4,0,151.920074078135
4521421,1,2,0,24,4,1100000,1,42,6,3,1,151.920074078135
4521422,1,1,1,31,4,2e+05,1,45,5,1,1,303.383478860131
4521422,1,2,0,31,1,907333.4375,1,50,5,5,0,303.383478860131
4521423,1,1,1,25,1,849857,1,70,6,5,0,303.383478860131
4521423,1,2,0,32,5,5e+05,1,45,6,2,1,303.383478860131
4521424,1,1,1,63,1,1083333.375,1,48,4,4,0,227.424054209899
4521425,1,1,0,33,1,1333333.375,1,48,5,2,0,239.228206856264
4521427,1,1,1,58,4,8e+05,1,48,3,1,0,238.362792140527
4521427,1,2,1,38,1,970000,1,60,4,5,0,238.362792140527
4521427,1,3,0,56,3,8e+05,1,48,3,1,0,238.362792140527
4521428,1,1,0,32,4,8e+05,1,40,6,1,1,241.981809536919
4521428,1,2,0,30,2,3250000,1,48,6,5,0,241.981809536919
4521429,1,1,1,27,1,1166473.375,1,65,5,5,0,301.180370082748
4521429,1,2,0,24,4,4e+05,1,68,5,1,1,301.180370082748
4521432,1,1,1,37,4,7e+05,1,56,5,1,1,238.950442180213
4521433,1,1,1,30,4,2e+06,1,70,5,2,1,349.876106671403
4521436,1,1,1,30,4,2300000,1,30,6,1,0,263.1506421975
4521437,1,1,1,57,1,882333.4375,1,54,4,4,0,189.378239124174
4521437,1,2,0,21,1,737717,1,40,6,5,1,189.378239124174
4521438,1,1,1,48,1,2408333.25,1,48,6,3,0,330.763285242449
4521438,1,2,0,40,1,2058333.375,1,48,6,3,0,330.763285242449
4521439,1,1,0,25,1,330000,1,8,6,4,1,250.444709462943
4521449,1,2,1,58,1,8e+05,1,48,3,4,0,172.452439272125
4521449,1,3,0,27,1,983140,1,45,6,4,0,172.452439272125
4521449,1,4,0,23,1,883357,1,66,6,5,0,172.452439272125
4521452,1,1,1,47,4,8e+05,1,50,3,1,1,292.166976253452
4521452,1,3,1,21,1,737717,1,50,5,2,1,292.166976253452
4521453,1,1,0,45,3,820857,1,50,4,1,0,239.228206856264
4521456,1,2,1,36,1,1007806.6875,1,48,6,5,0,169.42107191542
4521456,1,6,1,65,4,210000,1,18,3,2,0,169.42107191542
4521473,1,1,0,55,3,668140,1,68,4,1,0,288.196672672141
4521473,1,2,0,37,1,882333.4375,1,48,5,5,0,288.196672672141
4524061,1,1,1,25,1,1316666.75,1,48,6,5,0,301.180370082748
4524061,1,2,0,24,1,2395666.5,1,48,6,5,0,301.180370082748
4524062,1,1,0,34,1,1028806.6875,1,40,5,4,0,337.736755040595
4524971,1,1,0,55,4,7e+05,1,117,5,1,1,231.953806691026
4524972,1,2,0,47,4,4e+05,1,24,4,1,1,242.904658561048
4524972,1,1,1,54,1,799193.4375,1,48,3,5,0,242.904658561048
4524973,1,3,1,22,4,50000,1,3,5,1,1,292.166976253452
4524973,1,2,0,43,1,240000,1,10,6,3,1,292.166976253452
4524974,1,1,1,59,2,3125000,1,30,6,5,0,366.16543905686
4524975,1,1,1,61,4,4e+05,1,72,3,2,1,234.119759331995
4524976,1,1,1,24,1,1e+06,1,54,5,2,1,383.112307844846
4524978,1,1,0,23,1,800217,1,48,6,2,0,140.703571471456
4524978,1,3,0,49,3,2e+05,1,70,3,1,1,140.703571471456
4524980,1,1,1,55,4,1e+06,1,84,5,2,0,180.915339198149
4524981,1,1,1,50,1,1173616.375,1,48,5,4,0,350.442687775152
4524982,1,2,0,24,4,7e+05,1,48,5,1,1,198.428789089885
4524982,1,1,1,23,1,1003973.3125,1,50,3,4,0,198.428789089885
4524983,1,7,1,72,1,3e+05,1,40,3,2,1,256.713117493072
4524983,1,5,0,19,4,1e+05,1,20,4,1,1,256.713117493072
4524985,1,1,1,46,1,1019000,1,60,4,4,0,263.1506421975
4526751,1,2,1,23,4,5e+05,1,52,5,3,1,239.228206856264
4526753,1,1,1,54,1,1800000,1,48,6,3,0,303.383478860131
4526753,1,2,0,50,2,4116666.75,1,30,6,5,0,303.383478860131
4526754,1,3,0,25,4,8e+05,1,54,6,1,1,320.810955188546
4526754,1,2,0,27,1,1816473.375,1,48,6,5,0,320.810955188546
4526755,1,2,1,55,4,380000,1,48,4,1,1,225.65685940597
4526758,1,2,0,46,3,820140,1,58,3,1,0,254.687742271476
4526758,1,1,1,48,1,1516666.625,1,50,3,5,0,254.687742271476
4526759,1,1,0,51,1,1.3e+07,1,40,6,5,0,230.765306930239
4526759,1,2,0,28,1,9e+05,1,48,6,2,1,230.765306930239
4526760,1,1,1,32,1,882333.4375,1,48,3,1,0,330.763285242449
4526760,1,2,0,43,4,1e+06,1,48,4,1,1,330.763285242449
4526761,1,1,0,50,1,917123.6875,1,48,5,5,0,341.979787849128
4526762,1,1,0,29,1,450000,1,63,4,3,1,386.43249162925
4526763,1,1,1,34,1,911333.4375,1,48,5,5,0,299.163611742639
4526763,2,1,1,29,4,40000,1,2,6,1,1,299.163611742639
4526766,1,1,0,62,2,3575000,1,36,6,5,0,254.386811904384
4526767,1,2,0,46,3,650000,1,20,4,1,1,243.471239664797
4526769,1,2,0,25,1,947523.6875,1,40,6,5,0,347.558417964202
4526769,1,1,1,26,1,880857,1,48,5,5,0,347.558417964202
4526770,1,1,1,53,1,1058140,1,48,5,5,0,296.410009061984
4526772,1,2,0,58,3,758333.3125,1,24,3,1,1,247.413342106238
4526772,1,1,1,42,1,829193.4375,1,48,3,2,0,247.413342106238
4526773,1,1,1,34,2,2925000,1,80,6,5,0,303.383478860131
4526773,1,2,0,25,2,3933333.5,1,70,6,5,0,303.383478860131
4526774,1,2,0,28,4,3e+06,1,48,6,5,0,230.177656890553
4526775,1,1,1,50,4,1500000,1,40,6,1,1,205.425424579072
4526775,1,2,0,52,4,1200000,1,50,6,1,0,205.425424579072
4526776,1,1,0,43,1,5616666.5,1,40,6,4,0,151.920074078135
4526778,1,4,0,28,3,9e+05,1,48,3,1,0,210.49825435785
4526779,1,2,0,54,2,4500000,1,40,6,5,0,234.420689699086
4526779,1,3,1,25,4,3e+06,1,40,6,5,0,234.420689699086
4526780,1,2,0,45,1,3e+06,1,48,6,5,0,245.92391197836
4526781,1,1,1,31,4,2600000,1,48,6,1,0,275.879740623099
4526782,1,1,1,22,1,737717,1,48,5,2,0,198.428789089885
4526783,1,3,1,25,1,1300000,1,50,6,5,0,187.235452174246
4526784,1,2,0,40,4,1e+05,1,21,3,1,1,340.862712842107
4526784,1,1,1,53,1,812717,1,48,5,5,0,340.862712842107
4526785,1,1,1,31,1,1353140,1,48,5,4,0,288.497603039232
4526785,1,3,0,54,1,785000,1,48,5,4,0,288.497603039232
4526785,1,4,1,25,1,1112440,1,48,5,5,0,288.497603039232
4526785,1,5,0,23,1,1166473.375,1,48,6,4,0,288.497603039232
4526786,1,3,1,35,1,976890,1,48,5,5,0,218.683389607824
4526786,1,2,1,58,1,949806.6875,1,48,4,5,0,218.683389607824
4526787,1,2,1,30,1,350000,1,18,5,3,1,258.629844712917
4526788,1,1,1,62,2,6694623.5,1,48,6,5,0,176.394541713566
4526788,1,2,0,54,1,2131000,1,48,6,5,0,176.394541713566
4526788,1,3,0,22,1,1230000,1,48,6,5,0,176.394541713566
4526789,1,1,0,60,4,8e+05,1,60,3,2,1,281.200037182953
4526790,1,1,1,28,1,1546266.625,1,56,6,5,0,303.383478860131
4526790,1,2,0,33,4,1e+06,1,42,5,1,1,303.383478860131
4526791,1,1,1,32,1,800217,1,48,5,5,0,281.500967550045
4526792,1,2,0,26,4,4e+05,1,42,5,1,1,302.816897756382
4526792,1,5,0,19,1,882333.4375,1,48,5,5,0,302.816897756382
4526792,1,1,1,27,1,1224473.375,1,48,5,5,0,302.816897756382
4526793,1,1,0,41,5,3e+06,1,70,6,2,0,299.140446051598
4526794,1,3,1,28,1,1625000,1,40,6,5,0,234.420689699086
4526795,1,2,0,18,1,737717,1,48,6,5,1,151.920074078135
4526795,1,1,0,38,1,754383.6875,1,48,6,5,0,151.920074078135
4526796,1,1,0,54,2,1503806.75,1,48,5,5,0,239.228206856264
4526797,1,1,0,40,1,1200000,1,40,6,5,0,429.27183342678
4526798,1,3,0,24,1,1283140,1,40,6,4,0,210.482167157373
4526798,1,5,0,48,1,882333.4375,1,48,5,2,0,210.482167157373
4526800,1,1,1,42,4,1e+06,1,60,4,1,1,243.471239664797
4526800,1,2,0,35,4,1200000,1,48,4,1,1,243.471239664797
4526801,1,1,1,46,1,1195473.375,1,65,5,4,0,193.642340868644
4526801,1,5,0,21,1,820857,1,48,6,4,0,193.642340868644
4526803,1,2,0,40,1,4e+05,1,40,4,3,1,194.208921972393
4526803,1,1,1,46,1,1e+06,1,48,5,3,0,194.208921972393
4526803,1,3,0,20,1,1100000,1,48,5,5,0,194.208921972393
4526804,1,2,0,46,1,6e+05,1,40,5,1,1,205.425424579072
4526804,1,1,1,46,1,1383140,1,48,4,5,0,205.425424579072
4526805,1,2,0,38,2,1712000,1,48,6,5,0,477.967570015435
4526805,1,1,1,39,4,1e+06,1,40,6,1,0,477.967570015435
4526808,1,1,0,40,1,480000,1,60,4,2,1,263.173807888541
4526808,1,2,1,42,1,250000,1,48,3,2,1,263.173807888541
4526810,1,1,1,25,4,1200000,1,48,4,2,1,301.180370082748
4526811,1,1,1,38,1,7e+05,1,48,5,2,1,206.91485470695
4526812,1,1,1,52,4,1e+06,1,70,3,1,1,238.950442180213
4526812,1,2,0,48,3,787000,1,60,5,1,1,238.950442180213
4526813,1,6,1,35,1,964806.6875,1,48,5,5,0,222.637605988658
4526813,1,5,1,63,4,8e+05,1,24,4,1,1,222.637605988658
4526814,1,3,1,32,4,9e+05,1,40,5,1,1,236.49776986665
4526814,1,4,1,23,1,912500,1,48,5,5,0,236.49776986665
4526815,1,3,1,27,4,9e+05,1,4,6,1,1,258.930775080009
4526816,1,1,1,35,1,1225473.375,1,84,5,5,0,352.079215448786
4526816,1,2,0,38,4,4e+05,1,40,5,1,1,352.079215448786
4526817,1,1,1,22,1,1170306.625,1,48,5,5,0,289.963867476069
4526818,1,1,1,32,2,2100000,1,60,6,5,0,341.979787849128
4526819,1,1,1,63,4,2e+06,1,54,6,1,1,230.177656890553
4526820,1,1,1,33,4,1e+06,1,60,5,1,1,390.675524437783
4526821,1,1,1,47,4,8e+05,1,48,3,1,1,352.079215448786
4526821,1,2,0,34,1,810383.6875,1,48,6,2,0,352.079215448786
4526823,1,1,1,34,1,1049166.625,1,58,5,5,0,352.079215448786
4526825,1,1,1,59,5,1800000,1,48,4,2,1,313.249835350714
4526825,2,2,0,25,1,1053806.75,1,52,6,5,0,313.249835350714
4526825,2,1,1,28,1,750000,1,30,5,2,1,313.249835350714
4526826,1,2,0,50,4,4e+05,1,48,4,1,1,218.961154283874
4526827,1,1,0,59,1,1950000,1,48,6,4,0,298.862681375547
4526827,1,2,1,30,1,2141666.75,1,48,6,5,0,298.862681375547
4526829,1,1,1,46,4,2e+06,1,48,6,1,1,182.992419365714
4526829,1,2,0,36,4,7e+05,1,48,6,1,1,182.992419365714
4526830,1,1,1,24,4,8e+05,1,49,4,1,1,247.691106782289
4526831,1,2,0,37,4,2e+06,1,15,6,1,0,205.425424579072
4526832,1,1,1,32,1,1753973.375,1,60,6,5,0,256.177172399354
4526832,2,1,1,24,4,1800000,1,48,6,4,1,256.177172399354
4526832,3,1,1,37,1,1082333.375,1,48,5,5,0,256.177172399354
4526834,1,1,1,34,1,2491666.75,1,60,6,5,0,263.1506421975
4526835,1,1,0,44,4,4e+05,1,16,6,1,1,228.011704249585
4526836,1,1,0,55,1,949806.6875,1,40,4,5,0,242.60582494906
4526836,1,2,1,36,1,983140,1,40,6,5,0,242.60582494906
4526836,1,4,1,56,1,1800000,1,48,6,3,0,242.60582494906
4526837,1,2,0,43,1,821157,1,48,5,4,0,182.992419365714
4526837,1,1,1,50,1,2001000,1,48,5,5,0,182.992419365714
4526839,1,1,0,52,2,2333333.5,1,48,6,5,0,250.444709462943
4526840,1,2,0,50,1,850000,1,40,4,2,1,180.915339198149
4526840,1,1,1,56,1,1300000,1,48,3,4,0,180.915339198149
4526840,1,3,0,21,1,884000,1,48,6,5,0,180.915339198149
4526841,1,2,0,46,4,8e+05,1,5,6,1,1,232.254737058118
4526841,1,1,1,50,1,6666666.5,1,50,6,4,0,232.254737058118
4526841,1,3,1,23,4,2800000,1,48,6,5,0,232.254737058118
4526842,1,1,1,24,1,820857,1,48,5,5,0,236.474604175609
4526842,1,2,1,22,1,1401473.375,1,46,5,4,0,236.474604175609
4526843,1,1,1,43,4,6e+05,1,50,5,1,1,232.254737058118
4526844,1,1,1,30,4,8e+05,1,40,4,1,1,254.687742271476
4526845,1,2,1,51,4,1500000,1,66,5,1,1,209.668457387605
4526845,1,1,0,50,1,1920640,1,55,5,5,0,209.668457387605
4526845,1,3,1,26,1,1531666.625,1,51,6,2,0,209.668457387605
4526846,1,1,1,59,4,2e+06,1,48,5,2,1,274.653526361716
4526846,1,4,1,31,1,1162973.375,1,48,5,5,0,274.653526361716
4526846,1,3,0,30,1,1625666.625,1,40,6,3,0,274.653526361716
4526848,1,2,0,43,1,3e+05,1,15,5,4,1,193.642340868644
4526848,1,1,1,41,1,1316666.625,1,48,4,5,0,193.642340868644
4526849,1,1,1,49,2,4500000,1,48,6,5,0,263.1506421975
4526850,1,1,1,55,1,7e+06,1,48,6,5,0,218.961154283874
4526851,1,2,0,19,1,4e+05,1,70,5,4,1,201.182391770539
4526852,1,2,0,54,4,8e+05,1,28,3,1,0,221.714756964529
4526852,1,3,0,26,1,1174806.625,1,48,5,5,0,221.714756964529
4526855,1,3,0,25,1,2083333.375,1,40,6,4,0,246.224842345451
4526855,1,2,0,48,1,5e+05,1,12,6,2,1,246.224842345451
4526856,1,4,1,32,4,5e+05,1,40,5,1,1,242.60582494906
4526856,1,3,1,37,1,820857,1,48,4,5,0,242.60582494906
4526856,1,1,1,69,1,1100000,1,50,3,2,1,242.60582494906
4526857,1,1,1,68,3,140000,1,5,3,2,1,242.883589625111
4526857,1,2,1,34,4,80000,1,26,5,1,1,242.883589625111
4526858,1,1,1,53,4,1500000,1,70,3,1,1,341.979787849128
4526859,1,1,1,72,4,2e+05,1,25,5,1,1,218.373504244188
4526859,1,2,1,66,4,350000,1,40,3,1,1,218.373504244188
4526862,1,2,0,33,1,1170666.625,1,48,6,5,0,303.383478860131
4526862,1,1,1,41,4,1500000,1,50,4,1,1,303.383478860131
4526863,1,1,1,26,1,864857,1,48,5,5,0,263.1506421975
4526864,1,1,0,53,1,883357,1,48,4,5,0,250.444709462943
4526865,1,2,0,47,1,8e+05,1,48,4,2,1,258.930775080009
4526865,1,3,1,25,1,8e+05,1,48,5,2,1,258.930775080009
4526865,1,1,1,51,4,8e+05,1,40,5,1,1,258.930775080009
4526867,1,1,0,52,1,883357,1,48,4,5,0,341.413206745379
4526869,1,1,1,24,1,950000,1,55,5,3,1,198.428789089885
4526871,1,3,1,22,1,1e+06,1,48,6,5,0,194.208921972393
4526873,1,2,1,45,4,4e+06,1,40,6,1,0,249.889180110842
4526873,1,4,1,44,1,2166666.75,1,36,6,5,0,249.889180110842
4526873,1,3,0,62,2,16233333,1,40,6,5,0,249.889180110842
4526874,1,2,0,41,1,911333.4375,1,48,6,4,0,330.763285242449
4526874,1,1,1,38,1,1679000,1,48,6,4,0,330.763285242449
4526875,1,3,0,19,9,5e+05,1,12,6,2,1,281.500967550045
4526875,1,1,0,38,1,1056000,1,70,3,2,1,281.500967550045
4526875,1,2,1,39,1,1200000,1,70,3,2,1,281.500967550045
4526876,1,2,0,38,3,804383.6875,1,40,5,1,1,245.92391197836
4526877,1,3,0,53,1,882333.4375,1,48,3,5,0,217.193959479945
4526877,1,4,0,42,2,1e+06,1,48,6,5,0,217.193959479945
4526878,1,2,1,58,4,2e+06,1,40,6,1,1,169.69883659147
4526879,1,1,1,26,1,904190.3125,1,60,4,3,0,263.1506421975
4526880,1,1,0,44,4,3400000,1,80,6,5,0,201.182391770539
4526882,1,2,0,45,1,1300000,1,48,5,5,0,243.471239664797
4526883,1,1,1,74,4,4e+05,1,66,3,1,1,207.466887001145
4526883,1,4,0,36,1,1028973.3125,1,50,3,4,0,207.466887001145
4526883,1,5,1,20,1,4e+05,1,30,5,2,1,207.466887001145
4526883,1,3,1,43,4,4e+05,1,40,4,1,0,207.466887001145
4526884,1,3,1,40,1,882333.4375,1,40,5,3,0,242.60582494906
4526886,1,1,0,59,3,887523.6875,1,48,3,1,1,254.386811904384
4526887,1,2,1,57,1,1166473.375,1,47,3,4,0,272.149487217243
4526887,1,3,0,22,1,820857,1,40,6,5,1,272.149487217243
4526887,1,1,0,55,4,5e+05,1,40,3,1,1,272.149487217243
4526888,2,2,1,29,1,1066666.625,1,72,6,4,0,247.126622433643
4526889,1,2,0,38,1,750000,1,56,1,2,1,243.471239664797
4526889,1,1,1,30,1,1083140,1,48,4,4,0,243.471239664797
4526889,1,3,1,19,1,1083140,1,48,4,3,0,243.471239664797
4526891,1,1,1,29,1,1483140,1,48,5,5,0,303.383478860131
4526891,1,2,0,36,1,2277806.75,1,40,6,5,0,303.383478860131
4526892,1,3,1,54,1,1241666.625,1,48,5,5,0,238.362792140527
4526893,1,1,1,39,1,1200000,1,48,5,3,1,292.166976253452
4526893,1,2,0,37,1,1041140,1,35,6,5,0,292.166976253452
4526894,1,1,0,56,1,1166473.375,1,48,3,3,1,254.386811904384
4526895,1,3,1,24,1,894000.125,1,48,6,5,0,170.286486631156
4526895,1,1,0,47,4,6e+05,1,48,6,1,0,170.286486631156
4526895,1,2,0,26,1,945640,1,50,6,4,0,170.286486631156
4526896,1,1,1,51,1,3e+06,1,52,4,3,0,303.383478860131
4526899,1,1,0,40,1,2010000,1,48,6,5,0,151.920074078135
4526900,1,4,0,27,1,1087140,1,48,6,5,0,325.053987997079
4526900,1,2,0,28,1,1708140,1,48,6,5,0,325.053987997079
4526901,1,1,1,65,4,150000,1,35,3,1,1,238.640556816578
4526902,1,1,1,24,4,9e+05,1,48,6,1,1,236.474604175609
4526902,1,2,1,24,1,1758140,1,62,6,5,0,236.474604175609
4526903,1,1,0,23,1,851190.3125,1,40,6,5,0,213.888324505096
4526903,1,2,1,32,1,1651190.375,1,48,6,5,0,213.888324505096
4526904,1,2,0,23,1,8e+05,1,66,5,2,0,349.876106671403
4526904,1,1,1,29,4,9e+05,1,60,5,1,1,349.876106671403
4526905,1,1,0,32,4,6e+05,1,24,6,1,1,229.333311110754
4526907,1,5,1,21,1,820857,1,48,6,4,0,158.482333984791
4526908,1,1,0,40,1,2700000,1,55,6,5,0,228.011704249585
4526909,1,1,1,42,1,5200000,1,48,6,5,0,330.763285242449
4526910,1,1,1,57,1,737717,1,48,3,5,0,238.640556816578
4526911,1,1,0,75,4,50000,1,5,5,1,0,249.866014419801
4526913,1,2,1,46,1,1149806.625,1,40,6,2,0,209.367527020513
4526913,1,1,0,55,1,7583333.5,1,48,6,5,0,209.367527020513
4526914,1,1,0,50,1,2566666.75,1,40,6,5,0,303.383478860131
4526915,1,1,0,48,3,2e+05,1,50,5,1,1,250.444709462943
4526916,1,2,0,30,2,3476416.75,1,40,6,5,0,254.687742271476
4526916,1,1,1,32,1,2741473.25,1,40,6,5,0,254.687742271476
4526918,1,1,0,31,1,2003666.625,1,48,6,5,0,439.371261026438
4526918,1,2,1,31,1,1703666.625,1,48,6,5,0,439.371261026438
4526919,1,1,1,27,1,3096473.25,1,49,6,4,0,254.687742271476
4526919,1,2,0,25,1,2083140,1,40,6,4,0,254.687742271476
4526920,1,3,0,43,4,5e+05,1,20,6,2,1,371.883353183717
4526920,1,8,1,30,1,1e+06,1,40,5,2,1,371.883353183717
4526921,1,2,0,46,5,2e+06,1,50,6,2,0,254.121161167727
4526922,1,2,0,25,1,864523.6875,1,48,5,5,0,283.403145960336
4526922,1,4,1,23,1,737717,1,40,6,2,1,283.403145960336
4526922,1,1,0,57,1,216000,1,16,5,4,1,283.403145960336
4526923,1,2,1,23,4,1500000,1,10,6,1,1,144.645673912897
4526923,1,1,0,60,4,9e+05,1,40,5,1,1,144.645673912897
4526924,1,1,1,61,2,2683333.5,1,40,6,5,0,252.470084684539
4526926,1,1,1,26,1,950000,1,66,4,5,0,388.4724156604
