"rmse_in_sample","rmse_loocv","p95_loo_sqerr","p99_loo_sqerr","p95_beta_infl","p99_beta_infl"
0.643804655840311,0.645286747247322,1.76898361543442,4.59493605138087,3.82807796492646e-05,0.000144949795425995
